freq,unit,c_unload,c_load,geo\TIME_PERIOD	2005 	2010 	2015 	2020 
A,PAS,AT11,CH02,CH	: 	: c	: 	: 
A,PAS,AT11,CH04,CH	: 	: c	: 	: 
A,PAS,AT11,CH05,CH	: 	: c	: c	: c
A,PAS,AT11,CZ01,CZ	10 	90 	201 	5 
A,PAS,AT11,CZ02,CZ	: 	: 	1 	1 
A,PAS,AT11,CZ03,CZ	: 	: 	16 	2 
A,PAS,AT11,CZ04,CZ	: 	: 	1 	: 
A,PAS,AT11,CZ05,CZ	: 	10 	8 	: 
A,PAS,AT11,CZ06,CZ	20 	40 	79 	50 
A,PAS,AT11,CZ07,CZ	: 	: 	7 	12 
A,PAS,AT11,CZ08,CZ	10 	: 	20 	7 
A,PAS,AT11,DE11,DE	50 	: 	: 	: 
A,PAS,AT11,DE12,DE	44 	: 	: 	: 
A,PAS,AT11,DE13,DE	13 	: 	: 	: 
A,PAS,AT11,DE14,DE	28 	: 	: 	: 
A,PAS,AT11,DE21,DE	112 	: 	: 	: 
A,PAS,AT11,DE22,DE	7 	: 	: 	: 
A,PAS,AT11,DE23,DE	15 	: 	: 	: 
A,PAS,AT11,DE24,DE	9 	: 	: 	: 
A,PAS,AT11,DE25,DE	10 	: 	: 	: 
A,PAS,AT11,DE26,DE	25 	: 	: 	: 
A,PAS,AT11,DE27,DE	18 	: 	: 	: 
A,PAS,AT11,DE30,DE	6 	: 	: 	: 
A,PAS,AT11,DE42,DE	2 	: 	: 	: 
A,PAS,AT11,DE50,DE	3 	: 	: 	: 
A,PAS,AT11,DE60,DE	3 	: 	: 	: 
A,PAS,AT11,DE71,DE	26 	: 	: 	: 
A,PAS,AT11,DE72,DE	9 	: 	: 	: 
A,PAS,AT11,DE73,DE	4 	: 	: 	: 
A,PAS,AT11,DE80,DE	3 	: 	: 	: 
A,PAS,AT11,DE91,DE	4 	: 	: 	: 
A,PAS,AT11,DE92,DE	13 	: 	: 	: 
A,PAS,AT11,DE93,DE	4 	: 	: 	: 
A,PAS,AT11,DE94,DE	10 	: 	: 	: 
A,PAS,AT11,DEA2,DE	10 	: 	: 	: 
A,PAS,AT11,DEA3,DE	2 	: 	: 	: 
A,PAS,AT11,DEA5,DE	10 	: 	: 	: 
A,PAS,AT11,DEB1,DE	12 	: 	: 	: 
A,PAS,AT11,DEB3,DE	9 	: 	: 	: 
A,PAS,AT11,DEC0,DE	2 	: 	: 	: 
A,PAS,AT11,DED1,DE	6 	: 	: 	: 
A,PAS,AT11,DED2,DE	6 	: 	: 	: 
A,PAS,AT11,DED3,DE	4 	: 	: 	: 
A,PAS,AT11,DEE1,DE	2 	: 	: 	: 
A,PAS,AT11,DEE2,DE	2 	: 	: 	: 
A,PAS,AT11,DEE3,DE	3 	: 	: 	: 
A,PAS,AT11,DEG0,DE	2 	: 	: 	: 
A,PAS,AT11,HR03,HR	: 	: 	: 	2 
A,PAS,AT11,HR05,HR	: 	: 	: 	2 
A,PAS,AT11,HU10,HU	79 	801 	: c	: 
A,PAS,AT11,HU11,HU	: 	: 	: 	: c
A,PAS,AT11,HU12,HU	: 	: 	: 	: c
A,PAS,AT11,HU21,HU	: 	11 	: c	: 
A,PAS,AT11,HU22,HU	3937 	167 	: c	: c
A,PAS,AT11,HU23,HU	: 	82 	: c	: c
A,PAS,AT11,HU31,HU	: 	: 	: c	: c
A,PAS,AT11,HU32,HU	: 	: 	: c	: c
A,PAS,AT11,HU33,HU	: 	52 	: c	: c
A,PAS,AT11,ITC4,IT	: c	: 	: 	: 
A,PAS,AT11,ITD3,IT	: c	: 	: 	: 
A,PAS,AT11,ITD4,IT	: c	: 	: 	: 
A,PAS,AT11,ITH1,IT	: 	: 	: 	: c
A,PAS,AT11,PL12,PL	4 	2 	: 	: 
A,PAS,AT11,SI,SI	55 	: 	: 	: 
A,PAS,AT11,SI01,SI	: 	2 	: 	: 
A,PAS,AT11,SI03,SI	: 	: 	2 	3 
A,PAS,AT11,SI04,SI	: 	: 	40 	6 
A,PAS,AT11,SK01,SK	12681 	20506 	24730 	16595 
A,PAS,AT11,SK02,SK	12 	11 	22 	8 
A,PAS,AT11,SK03,SK	5 	: 	: 	: 
A,PAS,AT11,SK04,SK	8 	19 	14 	5 
A,PAS,AT12,AT12,AT	: 	: 	: c	: 
A,PAS,AT12,AT13,AT	: 	: 	: c	: 
A,PAS,AT12,AT31,AT	: 	: 	: c	: 
A,PAS,AT12,AT32,AT	: 	: 	: c	: 
A,PAS,AT12,BE21,BE	2 	: 	: c	: 
A,PAS,AT12,BE33,BE	2 	: 	: c	: 
A,PAS,AT12,CH01,CH	: 	: 	: c	: c
A,PAS,AT12,CH02,CH	: 	: c	: c	: c
A,PAS,AT12,CH03,CH	: 	: c	: c	: c
A,PAS,AT12,CH04,CH	: 	: c	: c	: c
A,PAS,AT12,CH05,CH	: 	: c	: c	: c
A,PAS,AT12,CH06,CH	: 	: c	: c	: c
A,PAS,AT12,CZ01,CZ	480 	1360 	4071 	2103 
A,PAS,AT12,CZ02,CZ	10 	10 	28 	22 
A,PAS,AT12,CZ03,CZ	370 	1840 	2375 	1554 
A,PAS,AT12,CZ04,CZ	30 	10 	71 	42 
A,PAS,AT12,CZ05,CZ	40 	80 	190 	399 
A,PAS,AT12,CZ06,CZ	9540 	7610 	11309 	7252 
A,PAS,AT12,CZ07,CZ	310 	210 	505 	894 
A,PAS,AT12,CZ08,CZ	290 	180 	303 	594 
A,PAS,AT12,DE11,DE	1061 	: 	: 	: 
A,PAS,AT12,DE12,DE	477 	: 	: 	: 
A,PAS,AT12,DE13,DE	283 	: 	: 	: 
A,PAS,AT12,DE14,DE	464 	: 	: 	: 
A,PAS,AT12,DE21,DE	4083 	: 	: 	: 
A,PAS,AT12,DE22,DE	165 	: 	: 	: 
A,PAS,AT12,DE23,DE	342 	: 	: 	: 
A,PAS,AT12,DE24,DE	100 	: 	: 	: 
A,PAS,AT12,DE25,DE	579 	: 	: 	: 
A,PAS,AT12,DE26,DE	422 	: 	: 	: 
A,PAS,AT12,DE27,DE	438 	: 	: 	: 
A,PAS,AT12,DE30,DE	330 	: 	: 	: 
A,PAS,AT12,DE41,DE	12 	: 	: 	: 
A,PAS,AT12,DE42,DE	19 	: 	: 	: 
A,PAS,AT12,DE50,DE	93 	: 	: 	: 
A,PAS,AT12,DE60,DE	258 	: 	: 	: 
A,PAS,AT12,DE71,DE	752 	: 	: 	: 
A,PAS,AT12,DE72,DE	107 	: 	: 	: 
A,PAS,AT12,DE73,DE	245 	: 	: 	: 
A,PAS,AT12,DE80,DE	28 	: 	: 	: 
A,PAS,AT12,DE91,DE	208 	: 	: 	: 
A,PAS,AT12,DE92,DE	228 	: 	: 	: 
A,PAS,AT12,DE93,DE	75 	: 	: 	: 
A,PAS,AT12,DE94,DE	112 	: 	: 	: 
A,PAS,AT12,DEA1,DE	376 	: 	: 	: 
A,PAS,AT12,DEA2,DE	385 	: 	: 	: 
A,PAS,AT12,DEA3,DE	99 	: 	: 	: 
A,PAS,AT12,DEA4,DE	99 	: 	: 	: 
A,PAS,AT12,DEA5,DE	183 	: 	: 	: 
A,PAS,AT12,DEB1,DE	214 	: 	: 	: 
A,PAS,AT12,DEB2,DE	50 	: 	: 	: 
A,PAS,AT12,DEB3,DE	236 	: 	: 	: 
A,PAS,AT12,DEC0,DE	77 	: 	: 	: 
A,PAS,AT12,DED1,DE	52 	: 	: 	: 
A,PAS,AT12,DED2,DE	106 	: 	: 	: 
A,PAS,AT12,DED3,DE	87 	: 	: 	: 
A,PAS,AT12,DEE1,DE	7 	: 	: 	: 
A,PAS,AT12,DEE2,DE	56 	: 	: 	: 
A,PAS,AT12,DEE3,DE	31 	: 	: 	: 
A,PAS,AT12,DEF0,DE	125 	: 	: 	: 
A,PAS,AT12,DEG0,DE	144 	: 	: 	: 
A,PAS,AT12,DK,DK	23 	: 	: 	: 
A,PAS,AT12,FR10,FR	: c	: 	: 	: 
A,PAS,AT12,FR23,FR	: c	: 	: 	: 
A,PAS,AT12,FR24,FR	: c	: 	: 	: 
A,PAS,AT12,FR26,FR	: c	: 	: 	: 
A,PAS,AT12,FR30,FR	: c	: 	: 	: 
A,PAS,AT12,FR41,FR	: c	: 	: 	: 
A,PAS,AT12,FR42,FR	: c	: c	: 	: 
A,PAS,AT12,FR43,FR	: c	: 	: 	: 
A,PAS,AT12,FR51,FR	: c	: 	: 	: 
A,PAS,AT12,FR52,FR	: c	: 	: 	: 
A,PAS,AT12,FR53,FR	: c	: 	: 	: 
A,PAS,AT12,FR61,FR	: c	: 	: 	: 
A,PAS,AT12,FR62,FR	: c	: 	: 	: 
A,PAS,AT12,FR71,FR	: c	: 	: 	: 
A,PAS,AT12,FR72,FR	: c	: 	: 	: 
A,PAS,AT12,FR82,FR	: c	: 	: 	: 
A,PAS,AT12,HR01,HR	: 	324 	: 	: 
A,PAS,AT12,HR02,HR	: 	5 	: 	: 
A,PAS,AT12,HR03,HR	: 	83 	32 	28 
A,PAS,AT12,HR04,HR	: 	: 	200 	: 
A,PAS,AT12,HR05,HR	: 	: 	: 	62 
A,PAS,AT12,HU10,HU	2938 	8044 	: c	: 
A,PAS,AT12,HU11,HU	: 	: 	: 	: c
A,PAS,AT12,HU12,HU	: 	: 	: 	: c
A,PAS,AT12,HU21,HU	5 	315 	: c	: c
A,PAS,AT12,HU22,HU	8014 	1588 	: c	: c
A,PAS,AT12,HU23,HU	3 	486 	: c	: 
A,PAS,AT12,HU31,HU	: 	112 	: c	: 
A,PAS,AT12,HU32,HU	5 	162 	: c	: 
A,PAS,AT12,HU33,HU	5 	217 	: c	: 
A,PAS,AT12,ITC1,IT	: c	: 	: 	: 
A,PAS,AT12,ITC4,IT	: c	: c	: 	: c
A,PAS,AT12,ITD1,IT	: c	: 	: 	: 
A,PAS,AT12,ITD3,IT	: c	: c	: 	: 
A,PAS,AT12,ITD4,IT	: c	: 	: 	: 
A,PAS,AT12,ITD5,IT	: c	: c	: 	: 
A,PAS,AT12,ITE1,IT	: c	: c	: 	: 
A,PAS,AT12,ITE2,IT	: c	: c	: 	: 
A,PAS,AT12,ITE3,IT	: c	: 	: 	: 
A,PAS,AT12,ITE4,IT	: c	: c	: 	: 
A,PAS,AT12,ITH1,IT	: 	: 	: 	: c
A,PAS,AT12,ITH2,IT	: 	: 	: 	: c
A,PAS,AT12,ITH3,IT	: 	: 	: 	: c
A,PAS,AT12,ITH5,IT	: 	: 	: 	: c
A,PAS,AT12,ITI1,IT	: 	: 	: 	: c
A,PAS,AT12,ITI2,IT	: 	: 	: 	: c
A,PAS,AT12,ITI4,IT	: 	: 	: 	: c
A,PAS,AT12,LU,LU	13 	: c	14 	: c
A,PAS,AT12,NL11,NL	8 	: 	: 	: 
A,PAS,AT12,NL12,NL	4 	: 	: 	: 
A,PAS,AT12,NL13,NL	1 	: 	: 	: 
A,PAS,AT12,NL21,NL	19 	: 	: 	: 
A,PAS,AT12,NL22,NL	76 	: c	: 	: 
A,PAS,AT12,NL31,NL	92 	: c	: 	: 
A,PAS,AT12,NL32,NL	98 	: c	: 	: 
A,PAS,AT12,NL33,NL	63 	: c	: 	: 
A,PAS,AT12,NL34,NL	12 	: 	: 	: 
A,PAS,AT12,NL41,NL	50 	: c	: 	: 
A,PAS,AT12,NL42,NL	1 	: 	: 	: 
A,PAS,AT12,PL11,PL	1 	: 	: 	: 
A,PAS,AT12,PL12,PL	59 	48 	4 	: 
A,PAS,AT12,PL21,PL	105 	16 	1 	: c
A,PAS,AT12,PL22,PL	32 	31 	5 	: c
A,PAS,AT12,PL31,PL	1 	: 	1 	: 
A,PAS,AT12,PL32,PL	4 	: 	: 	: 
A,PAS,AT12,PL34,PL	3 	1 	: 	: 
A,PAS,AT12,PL41,PL	17 	22 	: 	: 
A,PAS,AT12,PL51,PL	8 	1 	: 	: 
A,PAS,AT12,PL52,PL	2 	: 	: 	: 
A,PAS,AT12,PL61,PL	: 	2 	: 	: 
A,PAS,AT12,PL63,PL	6 	4 	: 	: c
A,PAS,AT12,PL82,PL	: 	: 	: 	: c
A,PAS,AT12,PL91,PL	: 	: 	: 	: c
A,PAS,AT12,SI,SI	535 	: 	: 	: 
A,PAS,AT12,SI01,SI	: 	88 	: 	: 
A,PAS,AT12,SI02,SI	: 	220 	: 	: 
A,PAS,AT12,SI03,SI	: 	: 	250 	291 
A,PAS,AT12,SI04,SI	: 	: 	414 	370 
A,PAS,AT12,SK01,SK	34984 	24226 	26528 	15509 
A,PAS,AT12,SK02,SK	209 	397 	724 	688 
A,PAS,AT12,SK03,SK	85 	273 	300 	173 
A,PAS,AT12,SK04,SK	227 	1014 	1353 	764 
A,PAS,AT13,AT12,AT	: 	: 	: c	: 
A,PAS,AT13,AT13,AT	: c	: c	: c	: c
A,PAS,AT13,AT21,AT	: c	: c	: c	: c
A,PAS,AT13,AT22,AT	: c	: c	: c	: c
A,PAS,AT13,AT31,AT	: c	: c	: c	: c
A,PAS,AT13,AT32,AT	: c	: c	: c	: c
A,PAS,AT13,AT33,AT	: c	: c	: c	: c
A,PAS,AT13,AT34,AT	: c	: c	: c	: c
A,PAS,AT13,BA,AT	: 	: 	: c	: 
A,PAS,AT13,BE10,AT	: c	: c	: c	: c
A,PAS,AT13,BE10,BE	133 	: 	: c	: c
A,PAS,AT13,BE21,AT	: c	: c	: c	: c
A,PAS,AT13,BE21,BE	29 	: 	: c	: c
A,PAS,AT13,BE22,BE	6 	: 	: c	: 
A,PAS,AT13,BE23,AT	: c	: c	: 	: 
A,PAS,AT13,BE23,BE	5 	: 	: c	: 
A,PAS,AT13,BE24,BE	4 	: 	: c	: 
A,PAS,AT13,BE25,BE	16 	: 	: c	: 
A,PAS,AT13,BE32,BE	2 	: 	: c	: 
A,PAS,AT13,BE33,AT	: c	: c	: 	: 
A,PAS,AT13,BE33,BE	43 	: 	: c	: c
A,PAS,AT13,BG,AT	: c	: 	: 	: 
A,PAS,AT13,BG41,AT	: 	: c	: c	: 
A,PAS,AT13,CH01,AT	: c	: c	: c	: c
A,PAS,AT13,CH01,CH	: 	: c	: c	: c
A,PAS,AT13,CH02,AT	: c	: c	: c	: c
A,PAS,AT13,CH02,CH	: 	: c	: c	: c
A,PAS,AT13,CH03,AT	: c	: c	: c	: c
A,PAS,AT13,CH03,CH	: 	: c	: c	: c
A,PAS,AT13,CH04,AT	: c	: c	: c	: c
A,PAS,AT13,CH04,CH	: 	: c	: c	: c
A,PAS,AT13,CH05,AT	: c	: c	: c	: c
A,PAS,AT13,CH05,CH	: 	: c	: c	: c
A,PAS,AT13,CH06,AT	: c	: c	: c	: c
A,PAS,AT13,CH06,CH	: 	: c	: c	: c
A,PAS,AT13,CH07,CH	: 	: c	: 	: 
A,PAS,AT13,CZ01,AT	: c	: c	: c	: c
A,PAS,AT13,CZ01,CZ	43970 	67190 	187151 	98383 
A,PAS,AT13,CZ02,CZ	250 	300 	562 	340 
A,PAS,AT13,CZ03,AT	: 	: 	: c	: c
A,PAS,AT13,CZ03,CZ	4290 	6760 	6122 	6559 
A,PAS,AT13,CZ04,CZ	620 	460 	724 	567 
A,PAS,AT13,CZ05,CZ	1510 	1330 	3839 	6574 
A,PAS,AT13,CZ06,AT	: 	: 	: c	: c
A,PAS,AT13,CZ06,CZ	52740 	56270 	63343 	74891 
A,PAS,AT13,CZ07,CZ	2750 	2290 	8714 	9127 
A,PAS,AT13,CZ08,CZ	3280 	2160 	8266 	11626 
A,PAS,AT13,CZZZ,AT	: c	: c	: 	: 
A,PAS,AT13,DE11,DE	10531 	: 	: 	: 
A,PAS,AT13,DE12,AT	: c	: c	: c	: c
A,PAS,AT13,DE12,DE	9285 	: 	: 	: 
A,PAS,AT13,DE13,AT	: c	: c	: c	: c
A,PAS,AT13,DE13,DE	5383 	: 	: 	: 
A,PAS,AT13,DE14,DE	5816 	: 	: 	: 
A,PAS,AT13,DE21,AT	: c	: c	: c	: c
A,PAS,AT13,DE21,DE	76381 	: 	: 	: 
A,PAS,AT13,DE22,DE	3089 	: 	: 	: 
A,PAS,AT13,DE23,AT	: c	: c	: c	: c
A,PAS,AT13,DE23,DE	6668 	: 	: 	: 
A,PAS,AT13,DE24,DE	2461 	: 	: 	: 
A,PAS,AT13,DE25,AT	: c	: c	: c	: c
A,PAS,AT13,DE25,DE	14002 	: 	: 	: 
A,PAS,AT13,DE26,AT	: 	: 	: c	: c
A,PAS,AT13,DE26,DE	6304 	: 	: 	: 
A,PAS,AT13,DE27,AT	: c	: c	: c	: c
A,PAS,AT13,DE27,DE	7312 	: 	: 	: 
A,PAS,AT13,DE30,AT	: c	: c	: c	: c
A,PAS,AT13,DE30,DE	4873 	: 	: 	: 
A,PAS,AT13,DE40,AT	: 	: 	: c	: c
A,PAS,AT13,DE41,AT	: c	: c	: 	: 
A,PAS,AT13,DE41,DE	149 	: 	: 	: 
A,PAS,AT13,DE42,DE	264 	: 	: 	: 
A,PAS,AT13,DE50,DE	1201 	: 	: 	: 
A,PAS,AT13,DE60,AT	: c	: c	: c	: c
A,PAS,AT13,DE60,DE	2984 	: 	: 	: 
A,PAS,AT13,DE71,DE	17645 	: 	: 	: 
A,PAS,AT13,DE72,DE	1570 	: 	: 	: 
A,PAS,AT13,DE73,DE	4157 	: 	: 	: 
A,PAS,AT13,DE80,DE	494 	: 	: 	: 
A,PAS,AT13,DE91,DE	2866 	: 	: 	: 
A,PAS,AT13,DE92,DE	2675 	: 	: 	: 
A,PAS,AT13,DE93,DE	870 	: 	: 	: 
A,PAS,AT13,DE94,DE	1381 	: 	: 	: 
A,PAS,AT13,DEA1,DE	3126 	: 	: 	: 
A,PAS,AT13,DEA2,AT	: c	: c	: c	: c
A,PAS,AT13,DEA2,DE	5883 	: 	: 	: 
A,PAS,AT13,DEA3,DE	815 	: 	: 	: 
A,PAS,AT13,DEA4,AT	: 	: 	: c	: c
A,PAS,AT13,DEA4,DE	1298 	: 	: 	: 
A,PAS,AT13,DEA5,AT	: c	: c	: c	: c
A,PAS,AT13,DEA5,DE	1519 	: 	: 	: 
A,PAS,AT13,DEB1,DE	1466 	: 	: 	: 
A,PAS,AT13,DEB2,DE	342 	: 	: 	: 
A,PAS,AT13,DEB3,DE	3254 	: 	: 	: 
A,PAS,AT13,DEC0,DE	1310 	: 	: 	: 
A,PAS,AT13,DED1,DE	659 	: 	: 	: 
A,PAS,AT13,DED2,DE	3797 	: 	: 	: 
A,PAS,AT13,DED3,DE	1466 	: 	: 	: 
A,PAS,AT13,DEE1,DE	188 	: 	: 	: 
A,PAS,AT13,DEE2,DE	662 	: 	: 	: 
A,PAS,AT13,DEE3,DE	379 	: 	: 	: 
A,PAS,AT13,DEF0,DE	1606 	: 	: 	: 
A,PAS,AT13,DEG0,DE	2199 	: 	: 	: 
A,PAS,AT13,DK,DK	885 	: 	: 	: 
A,PAS,AT13,DK01,AT	: 	: 	: c	: c
A,PAS,AT13,DK04,AT	: 	: 	: c	: c
A,PAS,AT13,EL12,AT	: c	: c	: 	: 
A,PAS,AT13,ES30,AT	: c	: c	: 	: 
A,PAS,AT13,FI18,AT	: c	: c	: 	: 
A,PAS,AT13,FR10,AT	: c	: c	: c	: c
A,PAS,AT13,FR10,FR	: c	: c	: 	: 
A,PAS,AT13,FR21,FR	: c	: 	: 	: 
A,PAS,AT13,FR22,FR	: c	: 	: 	: 
A,PAS,AT13,FR23,FR	: c	: 	: 	: 
A,PAS,AT13,FR24,FR	: c	: 	: 	: 
A,PAS,AT13,FR25,FR	: c	: c	: 	: 
A,PAS,AT13,FR26,FR	: c	: 	: c	: 
A,PAS,AT13,FR30,AT	: c	: c	: c	: 
A,PAS,AT13,FR30,FR	: c	: c	: 	: 
A,PAS,AT13,FR41,FR	: c	: c	: c	: 
A,PAS,AT13,FR42,FR	: c	: c	: c	: 
A,PAS,AT13,FR43,FR	: c	: c	: 	: 
A,PAS,AT13,FR51,FR	: c	: 	: 	: 
A,PAS,AT13,FR52,FR	: c	: 	: 	: 
A,PAS,AT13,FR53,FR	: c	: 	: 	: 
A,PAS,AT13,FR61,FR	: c	: 	: 	: 
A,PAS,AT13,FR62,FR	: c	: c	: 	: 
A,PAS,AT13,FR63,FR	: c	: 	: 	: 
A,PAS,AT13,FR71,AT	: c	: c	: c	: 
A,PAS,AT13,FR71,FR	: c	: c	: c	: 
A,PAS,AT13,FR72,FR	: c	: 	: 	: 
A,PAS,AT13,FR81,FR	: c	: c	: 	: 
A,PAS,AT13,FR82,FR	: c	: c	: 	: 
A,PAS,AT13,FRE1,AT	: 	: 	: 	: c
A,PAS,AT13,FRF1,FR	: 	: 	: 	: c
A,PAS,AT13,FRK2,AT	: 	: 	: 	: c
A,PAS,AT13,FRK2,FR	: 	: 	: 	: c
A,PAS,AT13,HR,AT	: c	: 	: 	: 
A,PAS,AT13,HR01,HR	: 	4198 	: 	: 
A,PAS,AT13,HR02,AT	: 	: c	: 	: 
A,PAS,AT13,HR02,HR	: 	196 	: 	7 
A,PAS,AT13,HR03,HR	: 	2315 	: 	255 
A,PAS,AT13,HR04,AT	: 	: 	: c	: 
A,PAS,AT13,HR04,HR	: 	: 	7 	: 
A,PAS,AT13,HR05,AT	: 	: 	: 	: c
A,PAS,AT13,HR05,HR	: 	: 	: 	962 
A,PAS,AT13,HU10,AT	: c	: c	: c	: c
A,PAS,AT13,HU10,HU	104852 	265883 	: c	: 
A,PAS,AT13,HU11,HU	: 	: 	: 	: c
A,PAS,AT13,HU12,HU	: 	: 	: 	: c
A,PAS,AT13,HU21,HU	108 	4724 	: c	: c
A,PAS,AT13,HU22,AT	: c	: c	: c	: c
A,PAS,AT13,HU22,HU	65802 	23176 	: c	: c
A,PAS,AT13,HU23,HU	57 	8754 	: c	: c
A,PAS,AT13,HU31,AT	: 	: 	: c	: c
A,PAS,AT13,HU31,HU	3 	716 	: c	: c
A,PAS,AT13,HU32,HU	41 	1547 	: c	: c
A,PAS,AT13,HU33,HU	73 	1635 	: c	: c
A,PAS,AT13,HUZZ,AT	: c	: c	: 	: 
A,PAS,AT13,IE02,AT	: c	: c	: 	: 
A,PAS,AT13,ITC1,IT	: c	: 	: 	: 
A,PAS,AT13,ITC3,AT	: 	: 	: c	: c
A,PAS,AT13,ITC3,IT	: c	: 	: 	: 
A,PAS,AT13,ITC4,AT	: 	: 	: c	: c
A,PAS,AT13,ITC4,IT	: c	: c	: 	: c
A,PAS,AT13,ITD1,IT	: c	: 	: 	: 
A,PAS,AT13,ITD2,IT	: c	: 	: 	: 
A,PAS,AT13,ITD3,AT	: c	: c	: 	: 
A,PAS,AT13,ITD3,IT	: c	: c	: 	: 
A,PAS,AT13,ITD4,AT	: c	: c	: 	: 
A,PAS,AT13,ITD4,IT	: c	: c	: 	: 
A,PAS,AT13,ITD5,AT	: c	: c	: 	: 
A,PAS,AT13,ITD5,IT	: c	: c	: 	: 
A,PAS,AT13,ITE1,IT	: c	: c	: 	: 
A,PAS,AT13,ITE2,IT	: c	: c	: 	: 
A,PAS,AT13,ITE3,IT	: c	: 	: 	: 
A,PAS,AT13,ITE4,AT	: c	: c	: 	: 
A,PAS,AT13,ITE4,IT	: c	: c	: 	: 
A,PAS,AT13,ITF3,IT	: c	: 	: 	: 
A,PAS,AT13,ITG1,IT	: c	: 	: 	: 
A,PAS,AT13,ITH1,IT	: 	: 	: c	: c
A,PAS,AT13,ITH2,IT	: 	: 	: 	: c
A,PAS,AT13,ITH3,AT	: 	: 	: c	: c
A,PAS,AT13,ITH3,IT	: 	: 	: 	: c
A,PAS,AT13,ITH5,IT	: 	: 	: 	: c
A,PAS,AT13,ITI1,IT	: 	: 	: 	: c
A,PAS,AT13,ITI2,IT	: 	: 	: 	: c
A,PAS,AT13,ITI4,AT	: 	: 	: c	: c
A,PAS,AT13,ITI4,IT	: 	: 	: 	: c
A,PAS,AT13,LI,AT	: c	: 	: 	: 
A,PAS,AT13,LIXX,AT	: 	: 	: c	: 
A,PAS,AT13,LT,AT	: c	: c	: 	: 
A,PAS,AT13,LT,LT	55 	84 	: 	: 
A,PAS,AT13,LU,AT	: c	: c	: 	: c
A,PAS,AT13,LU,LU	199 	: c	290 	: c
A,PAS,AT13,LV,AT	: c	: c	: 	: 
A,PAS,AT13,MK,AT	: c	: c	: 	: 
A,PAS,AT13,NL11,NL	80 	: c	: 	: 
A,PAS,AT13,NL12,NL	11 	: 	: 	: 
A,PAS,AT13,NL13,NL	20 	: 	: 	: 
A,PAS,AT13,NL21,NL	115 	: c	: 	: 
A,PAS,AT13,NL22,AT	: c	: c	: 	: 
A,PAS,AT13,NL22,NL	557 	: c	: c	: c
A,PAS,AT13,NL23,NL	14 	: 	: 	: 
A,PAS,AT13,NL31,AT	: c	: c	: c	: c
A,PAS,AT13,NL31,NL	531 	: c	: c	: c
A,PAS,AT13,NL32,AT	: c	: c	: c	: c
A,PAS,AT13,NL32,NL	992 	: c	: c	: c
A,PAS,AT13,NL33,AT	: 	: 	: c	: c
A,PAS,AT13,NL33,NL	684 	: c	: c	: c
A,PAS,AT13,NL34,NL	21 	: 	: 	: 
A,PAS,AT13,NL41,AT	: c	: c	: c	: c
A,PAS,AT13,NL41,NL	299 	: c	: c	: c
A,PAS,AT13,NL42,NL	65 	: c	: 	: 
A,PAS,AT13,NO01,AT	: c	: c	: 	: 
A,PAS,AT13,NO05,AT	: c	: c	: 	: 
A,PAS,AT13,NO06,AT	: c	: c	: 	: 
A,PAS,AT13,PL11,PL	139 	161 	: 	: 
A,PAS,AT13,PL12,AT	: c	: c	: c	: c
A,PAS,AT13,PL12,PL	11843 	9077 	: 	: 
A,PAS,AT13,PL21,AT	: c	: c	: c	: c
A,PAS,AT13,PL21,PL	5828 	2514 	4 	: 
A,PAS,AT13,PL22,PL	5474 	4545 	4 	: 
A,PAS,AT13,PL31,PL	173 	155 	: 	: 
A,PAS,AT13,PL32,PL	63 	38 	: 	: 
A,PAS,AT13,PL33,PL	59 	21 	: 	: 
A,PAS,AT13,PL34,PL	415 	219 	: 	: 
A,PAS,AT13,PL41,PL	244 	209 	: 	: 
A,PAS,AT13,PL42,PL	71 	46 	: 	: 
A,PAS,AT13,PL43,PL	2 	: 	: 	: 
A,PAS,AT13,PL51,PL	213 	151 	: 	: 
A,PAS,AT13,PL52,PL	40 	55 	: 	: 
A,PAS,AT13,PL61,PL	105 	233 	: 	: 
A,PAS,AT13,PL62,PL	302 	42 	: 	: 
A,PAS,AT13,PL63,PL	1033 	673 	: 	: 
A,PAS,AT13,PT17,AT	: c	: c	: 	: 
A,PAS,AT13,RO,AT	: c	: 	: 	: 
A,PAS,AT13,RO11,AT	: 	: c	: 	: 
A,PAS,AT13,RO12,AT	: 	: c	: c	: c
A,PAS,AT13,RO32,AT	: 	: c	: c	: c
A,PAS,AT13,RO41,AT	: 	: 	: c	: c
A,PAS,AT13,RU,AT	: c	: c	: 	: 
A,PAS,AT13,SE11,AT	: 	: 	: 	: c
A,PAS,AT13,SEZZ,AT	: c	: c	: 	: 
A,PAS,AT13,SI,AT	: c	: 	: 	: 
A,PAS,AT13,SI,SI	9823 	: 	: 	: 
A,PAS,AT13,SI01,SI	: 	2791 	: 	: 
A,PAS,AT13,SI02,SI	: 	5195 	: 	: 
A,PAS,AT13,SI03,SI	: 	: 	959 	575 
A,PAS,AT13,SI04,AT	: 	: 	: c	: c
A,PAS,AT13,SI04,SI	: 	: 	2315 	1544 
A,PAS,AT13,SIZZ,AT	: 	: c	: 	: 
A,PAS,AT13,SK01,AT	: c	: c	: c	: c
A,PAS,AT13,SK01,SK	641160 	514039 	586672 	231418 
A,PAS,AT13,SK02,SK	9128 	20450 	19984 	10468 
A,PAS,AT13,SK03,SK	120 	574 	605 	1458 
A,PAS,AT13,SK04,AT	: c	: c	: c	: c
